Zona;Latitudine;Longitudine;Orario;Volume Traffico;Velocità Media (km/h);Eventuali Rallentamenti;PM10 (μg/m³);NO2 (μg/m³);O3 (μg/m³);AQI;Bus
ara pacis;41.900.987;12.500.458;08:00-09:00;760;17;Elevati;23;35;32;30;301
ara pacis;41.900.987;12.500.458;12:00-13:00;352;34;Moderati;37;35;37;36;301
ara pacis;41.900.987;12.500.458;18:00-19:00;987;22;Elevati;25;35;45;35;301
tomba di nerone;4.178.227.504.461.770;1.258.897.357.117.460;08:00-09:00;878;17;Elevati;29;37;43;36;301
tomba di nerone;4.178.227.504.461.770;1.258.897.357.117.460;12:00-13:00;420;36;Moderati;24;38;45;35;301
tomba di nerone;4.178.227.504.461.770;1.258.897.357.117.460;18:00-19:00;922;17;Elevati;31;31;34;32;301
prima porta (rv);41.901.017;12.500.335;08:00-09:00;925;16;Elevati;20;39;42;33;303
prima porta (rv);41.901.017;12.500.335;12:00-13:00;497;30;Moderati;27;33;43;34;303
prima porta (rv);41.901.017;12.500.335;18:00-19:00;937;24;Elevati;31;29;42;34;303
la giustiniana (fs);4.173.012.083.318.780;12.383.835.327.023.900;08:00-09:00;993;16;Elevati;27;37;39;34;303
la giustiniana (fs);4.173.012.083.318.780;12.383.835.327.023.900;12:00-13:00;403;31;Moderati;28;31;34;31;303
la giustiniana (fs);4.173.012.083.318.780;12.383.835.327.023.900;18:00-19:00;882;20;Elevati;28;35;30;31;303
s. maria del soccorso (mb);41.903.122;12.500.502;08:00-09:00;808;20;Elevati;30;35;44;36;309
s. maria del soccorso (mb);41.903.122;12.500.502;12:00-13:00;381;31;Moderati;22;37;48;35;309
s. maria del soccorso (mb);41.903.122;12.500.502;18:00-19:00;938;22;Elevati;38;28;48;38;309
colli aniene;41.962.381.822.883.500;12.335.127.602.926.000;08:00-09:00;967;22;Elevati;35;26;44;35;309
colli aniene;41.962.381.822.883.500;12.335.127.602.926.000;12:00-13:00;371;34;Moderati;36;30;45;37;309
colli aniene;41.962.381.822.883.500;12.335.127.602.926.000;18:00-19:00;826;22;Elevati;28;28;41;32;309
tiburtina (mb-fs);41.861.645;12.646.640;08:00-09:00;768;23;Elevati;22;32;49;34;649
tiburtina (mb-fs);41.861.645;12.646.640;12:00-13:00;439;36;Moderati;34;32;48;38;649
tiburtina (mb-fs);41.861.645;12.646.640;18:00-19:00;928;22;Elevati;29;30;40;33;649
bologna (mb);41.914.522;12.522.198;08:00-09:00;936;20;Elevati;32;28;49;36;309
bologna (mb);41.914.522;12.522.198;12:00-13:00;368;31;Moderati;31;30;35;32;309
bologna (mb);41.914.522;12.522.198;18:00-19:00;887;17;Elevati;24;36;30;30;309
p.za vescovio;41.901.668;12.500.587;08:00-09:00;760;17;Elevati;32;27;37;32;310
p.za vescovio;41.901.668;12.500.587;12:00-13:00;441;31;Moderati;23;30;38;30;310
p.za vescovio;41.901.668;12.500.587;18:00-19:00;817;21;Elevati;27;35;40;34;310
termini (ma-mb-fs);4.172.782.319.040.200;12.372.651.893.724.500;08:00-09:00;729;20;Elevati;39;34;47;40;714
termini (ma-mb-fs);4.172.782.319.040.200;12.372.651.893.724.500;12:00-13:00;475;33;Moderati;23;27;43;31;714
termini (ma-mb-fs);4.172.782.319.040.200;12.372.651.893.724.500;18:00-19:00;828;24;Elevati;38;30;49;39;714
rebibbia (mb);41.901.080;12.500.223;08:00-09:00;831;15;Elevati;20;35;42;32;443
rebibbia (mb);41.901.080;12.500.223;12:00-13:00;404;35;Moderati;27;29;43;33;443
rebibbia (mb);41.901.080;12.500.223;18:00-19:00;709;24;Elevati;37;37;49;41;443
l.go valsabbia;4.173.911.879.403.640;12.401.634.624.419.200;08:00-09:00;958;21;Elevati;39;29;43;37;311
l.go valsabbia;4.173.911.879.403.640;12.401.634.624.419.200;12:00-13:00;343;39;Moderati;26;28;48;34;311
l.go valsabbia;4.173.911.879.403.640;12.401.634.624.419.200;18:00-19:00;936;23;Elevati;20;27;33;26;311
emilio longoni;41.902.753;12.500.107;08:00-09:00;928;15;Elevati;22;33;49;34;313
emilio longoni;41.902.753;12.500.107;12:00-13:00;340;33;Moderati;32;34;43;36;313
emilio longoni;41.902.753;12.500.107;18:00-19:00;919;21;Elevati;26;27;31;28;313
torre maura (mc);4.186.390.995.383.420;12.427.274.152.462.000;08:00-09:00;879;15;Elevati;39;37;46;40;557
torre maura (mc);4.186.390.995.383.420;12.427.274.152.462.000;12:00-13:00;494;33;Moderati;20;36;47;34;557
torre maura (mc);4.186.390.995.383.420;12.427.274.152.462.000;18:00-19:00;942;22;Elevati;25;29;34;29;557
q.re collatino;41.902.965;12.500.448;08:00-09:00;827;16;Elevati;24;29;34;29;319
q.re collatino;41.902.965;12.500.448;12:00-13:00;482;35;Moderati;33;31;30;31;319
q.re collatino;41.902.965;12.500.448;18:00-19:00;860;16;Elevati;21;39;39;33;319
ponte mammolo (mb);4.182.952.034.075.810;12.251.331.739.292.000;08:00-09:00;837;21;Elevati;38;39;45;40;508
ponte mammolo (mb);4.182.952.034.075.810;12.251.331.739.292.000;12:00-13:00;422;32;Moderati;34;25;40;33;508
ponte mammolo (mb);4.182.952.034.075.810;12.251.331.739.292.000;18:00-19:00;830;16;Elevati;26;30;46;34;508
saxa rubra (rv);41.901.745;12.500.448;08:00-09:00;815;19;Elevati;29;28;34;30;334
saxa rubra (rv);41.901.745;12.500.448;12:00-13:00;355;39;Moderati;37;25;33;31;334
saxa rubra (rv);41.901.745;12.500.448;18:00-19:00;825;18;Elevati;27;34;48;36;334
serpentara;417.895.328.722.969;12.467.756.273.277.300;08:00-09:00;871;15;Elevati;35;28;47;36;334
serpentara;417.895.328.722.969;12.467.756.273.277.300;12:00-13:00;474;37;Moderati;33;36;47;38;334
serpentara;417.895.328.722.969;12.467.756.273.277.300;18:00-19:00;854;20;Elevati;34;30;43;35;334
val d'ala (fs);41.902.067;12.499.590;08:00-09:00;825;22;Elevati;38;28;39;35;336
val d'ala (fs);41.902.067;12.499.590;12:00-13:00;440;39;Moderati;36;26;44;35;336
val d'ala (fs);41.902.067;12.499.590;18:00-19:00;954;16;Elevati;37;29;32;32;336
conca d'oro (mb);41.862.632.828.897.100;12.236.121.881.848.000;08:00-09:00;790;17;Elevati;21;33;45;33;337
conca d'oro (mb);41.862.632.828.897.100;12.236.121.881.848.000;12:00-13:00;301;32;Moderati;21;35;33;29;337
conca d'oro (mb);41.862.632.828.897.100;12.236.121.881.848.000;18:00-19:00;857;16;Elevati;38;31;34;34;337
borgata fidene;4.192.837.723.781.720;12.561.640.440.742.100;08:00-09:00;778;22;Elevati;22;35;32;29;336
borgata fidene;4.192.837.723.781.720;12.561.640.440.742.100;12:00-13:00;407;32;Moderati;22;34;49;35;336
borgata fidene;4.192.837.723.781.720;12.561.640.440.742.100;18:00-19:00;804;15;Elevati;21;31;46;32;336
fonte nuova;41.901.967;12.499.752;08:00-09:00;782;15;Elevati;22;36;36;31;337
fonte nuova;41.901.967;12.499.752;12:00-13:00;363;31;Moderati;20;29;36;28;337
fonte nuova;41.901.967;12.499.752;18:00-19:00;766;20;Elevati;23;27;46;32;337
conca d'oro (mb);41.884.690;12.510.405;08:00-09:00;918;18;Elevati;23;28;30;27;337
conca d'oro (mb);41.884.690;12.510.405;12:00-13:00;343;32;Moderati;29;26;45;33;337
conca d'oro (mb);41.884.690;12.510.405;18:00-19:00;729;22;Elevati;23;38;30;30;337
cinquina;41.925.078;12.572.520;08:00-09:00;951;20;Elevati;30;26;41;32;338
cinquina;41.925.078;12.572.520;12:00-13:00;333;31;Moderati;39;34;40;37;338
cinquina;41.925.078;12.572.520;18:00-19:00;801;15;Elevati;28;36;46;36;338
nomentana (fs);41.886.200;12.511.132;08:00-09:00;884;24;Elevati;22;32;35;29;338
nomentana (fs);41.886.200;12.511.132;12:00-13:00;393;30;Moderati;35;33;46;38;338
nomentana (fs);41.886.200;12.511.132;18:00-19:00;924;23;Elevati;26;29;30;28;338
fidene (fs);41.925.027;12.572.432;08:00-09:00;957;18;Elevati;24;34;41;33;341
fidene (fs);41.925.027;12.572.432;12:00-13:00;318;39;Moderati;35;33;42;36;341
fidene (fs);41.925.027;12.572.432;18:00-19:00;775;22;Elevati;38;33;38;36;341
ponte mammolo (mb);41.896.738;12.483.128;08:00-09:00;731;16;Elevati;35;36;48;39;508
ponte mammolo (mb);41.896.738;12.483.128;12:00-13:00;324;30;Moderati;28;30;36;31;508
ponte mammolo (mb);41.896.738;12.483.128;18:00-19:00;867;21;Elevati;35;29;46;36;508
nuovo salario (fs);41.924.858;12.571.597;08:00-09:00;864;15;Elevati;38;33;34;35;350
nuovo salario (fs);41.924.858;12.571.597;12:00-13:00;308;31;Moderati;37;30;47;38;350
nuovo salario (fs);41.924.858;12.571.597;18:00-19:00;740;21;Elevati;34;29;43;35;350
casale monastero;41.894.908;12.481.805;08:00-09:00;793;22;Elevati;33;28;42;34;344
casale monastero;41.894.908;12.481.805;12:00-13:00;425;33;Moderati;39;34;46;39;344
casale monastero;41.894.908;12.481.805;18:00-19:00;840;20;Elevati;29;26;32;29;344
nuovo salario (fs);41.925.092;12.572.100;08:00-09:00;707;15;Elevati;36;34;33;34;350
nuovo salario (fs);41.925.092;12.572.100;12:00-13:00;354;32;Moderati;35;31;46;37;350
nuovo salario (fs);41.925.092;12.572.100;18:00-19:00;981;18;Elevati;39;29;44;37;350
ponte mammolo (mb);41.894.957;12.481.765;08:00-09:00;864;18;Elevati;22;38;34;31;508
ponte mammolo (mb);41.894.957;12.481.765;12:00-13:00;395;36;Moderati;22;32;34;29;508
ponte mammolo (mb);41.894.957;12.481.765;18:00-19:00;921;21;Elevati;31;35;37;34;508
casal boccone;41.925.313;12.573.288;08:00-09:00;994;19;Elevati;30;34;46;36;351
casal boccone;41.925.313;12.573.288;12:00-13:00;441;38;Moderati;39;32;34;35;351
casal boccone;41.925.313;12.573.288;18:00-19:00;880;23;Elevati;26;33;44;34;351
l.go somalia;41.894.840;12.481.867;08:00-09:00;882;24;Elevati;36;30;46;37;351
l.go somalia;41.894.840;12.481.867;12:00-13:00;352;32;Moderati;25;39;45;36;351
l.go somalia;41.894.840;12.481.867;18:00-19:00;788;16;Elevati;30;30;48;36;351
q.re parioli;41.925.623;12.573.547;08:00-09:00;865;21;Elevati;26;35;32;31;360
q.re parioli;41.925.623;12.573.547;12:00-13:00;390;37;Moderati;24;33;38;31;360
q.re parioli;41.925.623;12.573.547;18:00-19:00;936;21;Elevati;39;31;39;36;360
p.za zama;41.894.717;12.481.938;08:00-09:00;792;17;Elevati;24;28;43;31;649
p.za zama;41.894.717;12.481.938;12:00-13:00;354;32;Moderati;31;33;40;34;649
p.za zama;41.894.717;12.481.938;18:00-19:00;947;16;Elevati;21;38;42;33;649
tiburtina (mb-fs);419.248.874.390.491;12.571.883.127.083;08:00-09:00;728;23;Elevati;22;39;41;34;649
tiburtina (mb-fs);419.248.874.390.491;12.571.883.127.083;12:00-13:00;390;39;Moderati;38;26;38;34;649
tiburtina (mb-fs);419.248.874.390.491;12.571.883.127.083;18:00-19:00;798;17;Elevati;32;30;43;35;649
arco di travertino (ma);41.894.575;12.482.013;08:00-09:00;774;15;Elevati;27;39;45;37;765
arco di travertino (ma);41.894.575;12.482.013;12:00-13:00;367;30;Moderati;34;28;42;34;765
arco di travertino (ma);41.894.575;12.482.013;18:00-19:00;999;15;Elevati;34;31;49;38;765
tuscolana (fs);419.248.694.784.563;125.718.549.638.855;08:00-09:00;911;19;Elevati;31;34;36;33;412
tuscolana (fs);419.248.694.784.563;125.718.549.638.855;12:00-13:00;496;31;Moderati;33;33;39;35;412
tuscolana (fs);419.248.694.784.563;125.718.549.638.855;18:00-19:00;949;20;Elevati;21;33;48;34;412
q.re prenestino;41.887.353;12.542.262;08:00-09:00;876;16;Elevati;23;26;33;27;412
q.re prenestino;41.887.353;12.542.262;12:00-13:00;412;30;Moderati;25;31;40;32;412
q.re prenestino;41.887.353;12.542.262;18:00-19:00;920;19;Elevati;39;34;34;35;412
ponte mammolo (mb);419.260.862.970.239;125.738.934.427.303;08:00-09:00;943;15;Elevati;20;38;33;30;508
ponte mammolo (mb);419.260.862.970.239;125.738.934.427.303;12:00-13:00;400;36;Moderati;20;36;49;35;508
ponte mammolo (mb);419.260.862.970.239;125.738.934.427.303;18:00-19:00;721;20;Elevati;37;39;37;37;508
san basilio;41.887.593;12.540.210;08:00-09:00;758;16;Elevati;32;37;41;36;424
san basilio;41.887.593;12.540.210;12:00-13:00;351;35;Moderati;37;39;33;36;424
san basilio;41.887.593;12.540.210;18:00-19:00;716;15;Elevati;21;27;46;31;424
ponte mammolo (mb);4.198.654.414.646.340;1.257.133.270.194.220;08:00-09:00;861;21;Elevati;21;25;40;28;508
ponte mammolo (mb);4.198.654.414.646.340;1.257.133.270.194.220;12:00-13:00;421;38;Moderati;32;31;35;32;508
ponte mammolo (mb);4.198.654.414.646.340;1.257.133.270.194.220;18:00-19:00;778;18;Elevati;29;31;48;36;508
porta di roma;419.248.784.587.497;125.718.663.632.736;08:00-09:00;902;19;Elevati;28;32;47;35;435
porta di roma;419.248.784.587.497;125.718.663.632.736;12:00-13:00;481;37;Moderati;27;39;48;38;435
porta di roma;419.248.784.587.497;125.718.663.632.736;18:00-19:00;890;16;Elevati;20;33;43;32;435
jonio (mb);41.887.090;12.542.203;08:00-09:00;831;19;Elevati;30;33;37;33;435
jonio (mb);41.887.090;12.542.203;12:00-13:00;339;39;Moderati;31;25;39;31;435
jonio (mb);41.887.090;12.542.203;18:00-19:00;724;21;Elevati;30;25;44;33;435
rebibbia (mb);419.249.822.309.631;125.719.870.626.795;08:00-09:00;817;23;Elevati;24;25;45;31;443
rebibbia (mb);419.249.822.309.631;125.719.870.626.795;12:00-13:00;397;31;Moderati;38;38;43;39;443
rebibbia (mb);419.249.822.309.631;125.719.870.626.795;18:00-19:00;782;23;Elevati;32;34;45;37;443
zona ind. tiburtina;41.884.503.223.806.600;12.353.527.058.413.500;08:00-09:00;979;17;Elevati;26;28;45;33;443
zona ind. tiburtina;41.884.503.223.806.600;12.353.527.058.413.500;12:00-13:00;316;38;Moderati;29;32;30;30;443
zona ind. tiburtina;41.884.503.223.806.600;12.353.527.058.413.500;18:00-19:00;777;16;Elevati;27;28;41;32;443
p.za mancini;41.896.689.791.779.900;12.540.467.188.387.700;08:00-09:00;919;18;Elevati;22;30;34;28;911
p.za mancini;41.896.689.791.779.900;12.540.467.188.387.700;12:00-13:00;491;32;Moderati;21;29;35;28;911
p.za mancini;41.896.689.791.779.900;12.540.467.188.387.700;18:00-19:00;799;20;Elevati;37;31;42;36;911
cornelia (ma);4.189.548.723.703.760;12.564.322.909.864.100;08:00-09:00;828;17;Elevati;22;26;34;27;981
cornelia (ma);4.189.548.723.703.760;12.564.322.909.864.100;12:00-13:00;355;39;Moderati;34;34;36;34;981
cornelia (ma);4.189.548.723.703.760;12.564.322.909.864.100;18:00-19:00;880;19;Elevati;22;39;39;33;981
p.zza balsamo;41.920.158;12.679.447;08:00-09:00;906;19;Elevati;36;35;43;38;448
p.zza balsamo;41.920.158;12.679.447;12:00-13:00;372;30;Moderati;31;27;39;32;448
p.zza balsamo;41.920.158;12.679.447;18:00-19:00;715;23;Elevati;39;32;30;33;448
università sapienza;41.901.297;12.500.420;08:00-09:00;953;16;Elevati;28;27;44;33;448
università sapienza;41.901.297;12.500.420;12:00-13:00;461;32;Moderati;24;25;44;31;448
università sapienza;41.901.297;12.500.420;18:00-19:00;723;15;Elevati;24;29;36;29;448
osp. pertini;41.919.847;12.679.785;08:00-09:00;967;19;Elevati;35;29;40;34;450
osp. pertini;41.919.847;12.679.785;12:00-13:00;404;30;Moderati;32;37;32;33;450
osp. pertini;41.919.847;12.679.785;18:00-19:00;845;24;Elevati;21;28;41;30;450
alessandrino (mc);41.901.000;12.499.733;08:00-09:00;793;16;Elevati;23;29;49;33;450
alessandrino (mc);41.901.000;12.499.733;12:00-13:00;400;31;Moderati;21;37;33;30;450
alessandrino (mc);41.901.000;12.499.733;18:00-19:00;989;23;Elevati;20;31;48;33;450
cinecittà (ma);41.828.764.337.084.100;12.536.222.830.268.800;08:00-09:00;892;23;Elevati;23;28;42;31;590
cinecittà (ma);41.828.764.337.084.100;12.536.222.830.268.800;12:00-13:00;326;36;Moderati;35;28;33;32;590
cinecittà (ma);41.828.764.337.084.100;12.536.222.830.268.800;18:00-19:00;948;16;Elevati;22;39;48;36;590
ponte mammolo (mb);41.900.835;12.500.470;08:00-09:00;921;20;Elevati;32;33;43;36;508
ponte mammolo (mb);41.900.835;12.500.470;12:00-13:00;495;33;Moderati;28;28;44;33;508
ponte mammolo (mb);41.900.835;12.500.470;18:00-19:00;785;17;Elevati;28;31;32;30;508
tiburtina (mb-fs);41.842.970;12.584.973;08:00-09:00;828;16;Elevati;38;33;39;36;649
tiburtina (mb-fs);41.842.970;12.584.973;12:00-13:00;414;33;Moderati;27;37;47;37;649
tiburtina (mb-fs);41.842.970;12.584.973;18:00-19:00;765;21;Elevati;29;39;30;32;649
cornelia (ma);41.901.522;12.499.110;08:00-09:00;878;18;Elevati;25;38;34;32;981
cornelia (ma);41.901.522;12.499.110;12:00-13:00;310;30;Moderati;23;27;33;27;981
cornelia (ma);41.901.522;12.499.110;18:00-19:00;724;23;Elevati;33;31;33;32;981
tiburtina (mb-fs);41.842.267;12.586.298;08:00-09:00;832;24;Elevati;29;37;39;35;649
tiburtina (mb-fs);41.842.267;12.586.298;12:00-13:00;427;34;Moderati;27;34;41;34;649
tiburtina (mb-fs);41.842.267;12.586.298;18:00-19:00;936;23;Elevati;35;35;36;35;649
cipro (ma);41.900.737;12.500.473;08:00-09:00;756;19;Elevati;27;28;45;33;990l
cipro (ma);41.900.737;12.500.473;12:00-13:00;462;31;Moderati;38;32;41;37;990l
cipro (ma);41.900.737;12.500.473;18:00-19:00;972;24;Elevati;37;26;45;36;990l
tiburtina (mb-fs);41.842.350;12.586.330;08:00-09:00;726;20;Elevati;36;33;41;36;649
tiburtina (mb-fs);41.842.350;12.586.330;12:00-13:00;436;31;Moderati;35;38;43;38;649
tiburtina (mb-fs);41.842.350;12.586.330;18:00-19:00;961;20;Elevati;31;32;39;34;649
valle aurelia (ma);41.900.473;12.500.650;08:00-09:00;768;23;Elevati;21;33;38;30;906
valle aurelia (ma);41.900.473;12.500.650;12:00-13:00;469;38;Moderati;37;31;41;36;906
valle aurelia (ma);41.900.473;12.500.650;18:00-19:00;838;16;Elevati;36;30;44;36;906
circolare q.re valle aurelia;41.842.463;12.585.805;08:00-09:00;804;16;Elevati;27;35;47;36;495l
circolare q.re valle aurelia;41.842.463;12.585.805;12:00-13:00;322;38;Moderati;38;26;43;35;495l
circolare q.re valle aurelia;41.842.463;12.585.805;18:00-19:00;705;22;Elevati;30;38;49;39;495l
anagnina (ma);41.842.420;12.587.172;08:00-09:00;950;17;Elevati;33;37;31;33;559
anagnina (ma);41.842.420;12.587.172;12:00-13:00;376;37;Moderati;28;34;38;33;559
anagnina (ma);41.842.420;12.587.172;18:00-19:00;883;22;Elevati;36;30;46;37;559
torre angela (mc);41.900.987;12.500.458;08:00-09:00;994;23;Elevati;24;32;36;30;500
torre angela (mc);41.900.987;12.500.458;12:00-13:00;302;38;Moderati;25;32;30;29;500
torre angela (mc);41.900.987;12.500.458;18:00-19:00;843;17;Elevati;20;28;30;26;500
circolare anagnina (ma);41.842.273;12.587.483;08:00-09:00;967;17;Elevati;30;30;37;32;504
circolare anagnina (ma);41.842.273;12.587.483;12:00-13:00;464;36;Moderati;20;38;32;30;504
circolare anagnina (ma);41.842.273;12.587.483;18:00-19:00;782;19;Elevati;37;32;36;35;504
romanina(c.comm);41.901.017;12.500.335;08:00-09:00;867;16;Elevati;31;33;40;34;504
romanina(c.comm);41.901.017;12.500.335;12:00-13:00;411;31;Moderati;23;25;42;30;504
romanina(c.comm);41.901.017;12.500.335;18:00-19:00;991;24;Elevati;39;34;48;40;504
anagnina (ma);41.842.225;12.587.555;08:00-09:00;755;17;Elevati;35;31;38;34;559
anagnina (ma);41.842.225;12.587.555;12:00-13:00;320;30;Moderati;39;37;46;40;559
anagnina (ma);41.842.225;12.587.555;18:00-19:00;718;18;Elevati;34;39;48;40;559
vermicino;41.903.122;12.500.502;08:00-09:00;995;22;Elevati;20;35;33;29;506
vermicino;41.903.122;12.500.502;12:00-13:00;346;38;Moderati;36;27;35;32;506
vermicino;41.903.122;12.500.502;18:00-19:00;861;16;Elevati;20;33;46;33;506
grotte celoni (mc);4.187.786.247.154.410;12.248.326.327.128.500;08:00-09:00;918;23;Elevati;33;29;34;32;507
grotte celoni (mc);4.187.786.247.154.410;12.248.326.327.128.500;12:00-13:00;338;36;Moderati;25;39;40;34;507
grotte celoni (mc);4.187.786.247.154.410;12.248.326.327.128.500;18:00-19:00;735;20;Elevati;23;26;36;28;507
anagnina (ma);41.842.363;12.587.308;08:00-09:00;731;19;Elevati;23;35;48;35;559
anagnina (ma);41.842.363;12.587.308;12:00-13:00;493;38;Moderati;24;27;31;27;559
anagnina (ma);41.842.363;12.587.308;18:00-19:00;739;17;Elevati;23;37;42;34;559
ponte linari;41.901.668;12.500.587;08:00-09:00;881;22;Elevati;26;36;30;30;507
ponte linari;41.901.668;12.500.587;12:00-13:00;331;34;Moderati;27;26;48;33;507
ponte linari;41.901.668;12.500.587;18:00-19:00;768;22;Elevati;21;33;46;33;507
grotte celoni (mc);4.175.084.160.884.410;12.436.585.978.811.300;08:00-09:00;962;23;Elevati;31;29;37;32;507
grotte celoni (mc);4.175.084.160.884.410;12.436.585.978.811.300;12:00-13:00;450;36;Moderati;22;26;45;31;507
grotte celoni (mc);4.175.084.160.884.410;12.436.585.978.811.300;18:00-19:00;844;19;Elevati;24;33;45;34;507
ponte mammolo (mb);41.842.390;12.587.238;08:00-09:00;995;20;Elevati;24;39;43;35;508
ponte mammolo (mb);41.842.390;12.587.238;12:00-13:00;353;37;Moderati;36;34;32;34;508
ponte mammolo (mb);41.842.390;12.587.238;18:00-19:00;869;22;Elevati;22;28;30;26;508
giardini di corcole;41.901.080;12.500.223;08:00-09:00;720;17;Elevati;35;35;47;39;508
giardini di corcole;41.901.080;12.500.223;12:00-13:00;448;39;Moderati;30;37;34;33;508
giardini di corcole;41.901.080;12.500.223;18:00-19:00;939;24;Elevati;21;31;32;28;508
università tor vergata;41.842.312;12.587.400;08:00-09:00;941;21;Elevati;24;34;46;34;509
università tor vergata;41.842.312;12.587.400;12:00-13:00;404;35;Moderati;30;34;37;33;509
università tor vergata;41.842.312;12.587.400;18:00-19:00;880;15;Elevati;23;33;37;31;509
anagnina (ma);41.902.753;12.500.107;08:00-09:00;868;20;Elevati;26;28;36;30;559
anagnina (ma);41.902.753;12.500.107;12:00-13:00;326;30;Moderati;31;29;49;36;559
anagnina (ma);41.902.753;12.500.107;18:00-19:00;756;17;Elevati;35;25;42;34;559
anagnina (ma);41.842.458;12.587.108;08:00-09:00;880;16;Elevati;37;27;45;36;559
anagnina (ma);41.842.458;12.587.108;12:00-13:00;359;32;Moderati;23;31;42;32;559
anagnina (ma);41.842.458;12.587.108;18:00-19:00;887;20;Elevati;21;39;43;34;559
ciampino (fs);41.902.965;12.500.448;08:00-09:00;934;16;Elevati;27;32;38;32;515
ciampino (fs);41.902.965;12.500.448;12:00-13:00;451;35;Moderati;33;29;35;32;515
ciampino (fs);41.902.965;12.500.448;18:00-19:00;709;17;Elevati;38;35;35;36;515
p.za dei gerani;41.899.837.888.177.400;12.384.621.837.642.100;08:00-09:00;923;17;Elevati;24;26;37;29;519
p.za dei gerani;41.899.837.888.177.400;12.384.621.837.642.100;12:00-13:00;434;31;Moderati;23;36;30;29;519
p.za dei gerani;41.899.837.888.177.400;12.384.621.837.642.100;18:00-19:00;825;24;Elevati;29;32;36;32;519
l.go preneste;41.901.745;12.500.448;08:00-09:00;775;19;Elevati;20;34;43;32;519
l.go preneste;41.901.745;12.500.448;12:00-13:00;351;38;Moderati;24;36;40;33;519
l.go preneste;41.901.745;12.500.448;18:00-19:00;937;17;Elevati;32;39;40;37;519
cinecittà (ma);41.842.970;12.584.973;08:00-09:00;821;16;Elevati;26;27;38;30;590
cinecittà (ma);41.842.970;12.584.973;12:00-13:00;327;33;Moderati;35;25;35;31;590
cinecittà (ma);41.842.970;12.584.973;18:00-19:00;790;18;Elevati;39;31;35;35;590
aeroporto ciampino;41.902.067;12.499.590;08:00-09:00;875;22;Elevati;23;35;34;30;520
aeroporto ciampino;41.902.067;12.499.590;12:00-13:00;493;33;Moderati;29;28;39;32;520
aeroporto ciampino;41.902.067;12.499.590;18:00-19:00;771;20;Elevati;27;25;30;27;520
università la sapienza;41.842.267;12.586.298;08:00-09:00;767;19;Elevati;30;26;33;29;545
università la sapienza;41.842.267;12.586.298;12:00-13:00;305;39;Moderati;30;33;30;31;545
università la sapienza;41.842.267;12.586.298;18:00-19:00;770;24;Elevati;32;26;36;31;545
p.zza delle camelie;41.901.967;12.499.752;08:00-09:00;804;16;Elevati;38;27;36;33;542
p.zza delle camelie;41.901.967;12.499.752;12:00-13:00;427;34;Moderati;25;33;41;33;542
p.zza delle camelie;41.901.967;12.499.752;18:00-19:00;756;22;Elevati;21;36;36;31;542
sant'agnese/annibaliano (mb);41.842.350;12.586.330;08:00-09:00;861;20;Elevati;26;37;41;34;544
sant'agnese/annibaliano (mb);41.842.350;12.586.330;12:00-13:00;373;30;Moderati;38;37;35;36;544
sant'agnese/annibaliano (mb);41.842.350;12.586.330;18:00-19:00;754;18;Elevati;32;39;36;35;544
parco di centocelle (mc);4.185.536.909.775.120;12.467.152.311.858.700;08:00-09:00;982;19;Elevati;37;30;41;36;544
parco di centocelle (mc);4.185.536.909.775.120;12.467.152.311.858.700;12:00-13:00;443;34;Moderati;21;35;49;35;544
parco di centocelle (mc);4.185.536.909.775.120;12.467.152.311.858.700;18:00-19:00;818;15;Elevati;22;33;34;29;544
università la sapienza;41.842.463;12.585.805;08:00-09:00;888;17;Elevati;39;31;42;37;545
università la sapienza;41.842.463;12.585.805;12:00-13:00;347;36;Moderati;27;32;45;34;545
università la sapienza;41.842.463;12.585.805;18:00-19:00;869;16;Elevati;31;26;48;35;545
pigneto (mc);41.833.623.488.116.500;12.439.409.763.375.200;08:00-09:00;803;23;Elevati;33;28;38;33;545
pigneto (mc);41.833.623.488.116.500;12.439.409.763.375.200;12:00-13:00;333;31;Moderati;37;31;31;33;545
pigneto (mc);41.833.623.488.116.500;12.439.409.763.375.200;18:00-19:00;901;16;Elevati;25;32;41;32;545
anagnina (ma);41.842.420;12.587.172;08:00-09:00;745;17;Elevati;35;28;44;35;559
anagnina (ma);41.842.420;12.587.172;12:00-13:00;455;38;Moderati;23;26;33;27;559
anagnina (ma);41.842.420;12.587.172;18:00-19:00;717;17;Elevati;35;39;39;37;559
morena;41.911.848;12.465.752;08:00-09:00;869;18;Elevati;34;36;30;33;551
morena;41.911.848;12.465.752;12:00-13:00;489;37;Moderati;38;33;31;34;551
morena;41.911.848;12.465.752;18:00-19:00;780;16;Elevati;32;34;31;32;551
anagnina (ma);41.842.273;12.587.483;08:00-09:00;723;17;Elevati;21;36;42;33;559
anagnina (ma);41.842.273;12.587.483;12:00-13:00;492;34;Moderati;38;27;44;36;559
anagnina (ma);41.842.273;12.587.483;18:00-19:00;761;15;Elevati;36;31;35;34;559
centocelle (mc);41.912.767;12.464.845;08:00-09:00;941;20;Elevati;38;37;47;40;556
centocelle (mc);41.912.767;12.464.845;12:00-13:00;451;31;Moderati;28;25;45;32;556
centocelle (mc);41.912.767;12.464.845;18:00-19:00;857;23;Elevati;20;36;32;29;556
torre maura (mc);41.842.225;12.587.555;08:00-09:00;962;17;Elevati;35;27;39;33;557
